id,name,address,city_id,location,description,price,place type,food_type
445,Chinappi,"Via Augusto Valenziani, 19, 00187 Roma RM, Italy",1,41.91007392075696 12.498728937731986,"Chinappi is a sea food restaurant located in Rome. Known for its fresh sea food dishes and delightful flavors, Chinappi offers a wide range of culinary delights. From expertly prepared fish to flavorful shellfish, the restaurant takes pride in using high-quality ingredients to create memorable dining experiences. With its charming atmosphere and attentive service, Chinappi provides a welcoming environment for sea food enthusiasts.",15,restaurant,sea food
446,Frigidarium,"Via del Governo Vecchio, 112, 00186 Roma RM, Italy",1,41.898353058394086 12.47047625307417,"Frigidarium is a renowned dessert destination situated in Rome. This establishment is celebrated for its delectable gelato and mouth-watering sweet treats. With a wide array of flavors and creative combinations, Frigidarium offers a delightful experience for dessert lovers. The high-quality ingredients and exceptional craftsmanship make their gelato a must-try. The cozy atmosphere and friendly staff further enhance the overall experience.",10,restaurant,dessert
447,Giolitti,"Via degli Uffici del Vicario, 40, 00186 Roma RM, Italy",1,41.90251964226468 12.47732096509553,"Giolitti is a popular dessert destination located in Rome. Established in 1900, this historic gelateria offers a wide range of traditional Italian gelato flavors. With its rich and creamy textures, Giolitti's gelato has garnered a strong following over the years. The charming vintage decor and friendly service provide a nostalgic atmosphere, making it a favorite spot for locals and tourists alike.",8,restaurant,dessert
448,Pierluigi,"Piazza de' Ricci, 144, 00186 Roma RM, Italy",1,41.897429999746066 12.46876732479837,"Pierluigi is a sea food restaurant situated in Rome. With its prime location near Piazza Navona, this restaurant offers a range of sea food dishes prepared with fresh ingredients. From classic Italian sea food pasta to grilled fish specialties, Pierluigi aims to provide a satisfying dining experience. The restaurant's rustic yet elegant ambiance adds to its charm, making it a popular choice for sea food lovers.",15,restaurant,sea food
449,Ristorante PORTO - Fish & Chips,"Via Crescenzio, 56, 00193 Roma RM, Italy",1,41.90597808950289 12.463548395403208,"Ristorante PORTO - Fish & Chips is a sea food restaurant located in Rome. With a focus on fish and chips, this establishment offers a unique twist on traditional sea food dishes. The menu features a variety of freshly battered and fried fish, accompanied by homemade chips and flavorful sauces. Ristorante PORTO aims to provide a casual yet memorable dining experience, with a combination of quality ingredients, attentive service, and a relaxed atmosphere.",20,restaurant,sea food
450,Pinoy Ristorante,"Via Gaeta, 21, 00189 Roma RM, Italy",1,41.905574699790904 12.501258189877626," Pinoy Ristorante is a fast-food restaurant located in Rome. Specializing in Filipino cuisine, this restaurant offers a variety of quick and flavorful dishes. From traditional rice meals to popular street food options, Pinoy Ristorante aims to bring the authentic flavors of the Philippines to Rome. The restaurant's casual setting and efficient service make it a convenient choice for those looking to enjoy Filipino fast food.",7,restaurant,fast food
451,Il Baretto al Bagutta,"Via Bagutta, Via Bagutta, 14, 20121",2,46.63856719329755 24.762880646333038,"1. Il Baretto al Bagutta: This restaurant is one of the oldest and most renowned restaurants in Milan. It offers traditional Italian cuisine such as pasta, meats, and sea food dishes. It is known for its elegant ambiance and traditional yet stylish decor.",7,restaurant,traditional
452,Marea Seafood & Beverage,"Via Papa Gregorio XIV, 16, 20123 Milano MI, Italy",2,"45.45934613418992, 9.18255520932436","Marea offers a contemporary and international menu, with simple but not trivial and impressive dishes, all seasoned with an intimate atmosphere with excellent service",70,restaurant,sea food
453,Trattoria Milanese," Via Santa Marta, 11, 20123 Milano",2,45.681956334033764 8.79464344705316,"Trattoria Milanese: Trattoria Milanese is a traditional restaurant in Milan that specializes in Lombardian cuisine. The menu features traditional Lombardian meat dishes, local appetizers, and famous local ",15,restaurant,traditional
454,Ristorante Da Oscar," Via Lazzaro Palazzi, 12, 20124 Milano",2,45.47661205557028 9.205938566998217,"Ristorante Da Oscar: This restaurant stands out for its focus on sea food and fresh fish dishes. It offers a diverse selection of dishes, including sushi and sashimi, prepared with the finest ingredients and expert craftsmanship.",20,restaurant,sea food
455,Antica Trattoria della Pesa,"Viale Pasubio, 10, 20154 Milano",2,45.48204177604911 9.184166981911137,Antica Trattoria della Pesa: Antica Trattoria della Pesa is known for its traditional Lombardian dishes. The menu includes classic dishes like Ossobuco (braised veal shanks) and grilled meats. The restaurant has a warm and rustic ambiance.,5,restaurant,traditional
456,Paper Moon," Via Bagutta, 1, 20121 Milano",2,45.46761828741398 9.196583253100133,"Paper Moon: Paper Moon is a popular restaurant that offers a blend of Italian and international cuisine. The menu includes a variety of dishes like pasta, sea food, and pizza. It is known for its trendy atmosphere and stylish interior.",9,restaurant,traditional
457,Savini Milano 1867,"Galleria Vittorio Emanuele II, Piazza del Duomo, 20121 Milano",2,45.465862920420356 9.190446624046208,"7. Savini Milano 1867: Located in the historic Galleria Vittorio Emanuele II, Savini Milano 1867 is a prestigious restaurant that focuses on upscale Italian cuisine. It provides a luxurious dining experience with a menu that highlights traditional Milanese flavors.",8,restaurant,fast food
458,Luini ,"- Via Santa Radegonda, 16, 20121 Milano",2,45.46587374699259 9.19154170680182," Luini is a small bakery and restaurant famous for its delicious panzerotti. Panzerotti are deep-fried stuffed pastries filled with ingredients like cheese, tomato, and ham. It offers a quick and tasty option for a satisfying meal.",10,restaurant,dessert
459,Trattoria Toscana ,"Via San Gerolamo Emiliani, 3, 20135 Milano",2,45.472186446447175 9.184401666546991,"Trattoria Toscana: As the name suggests, Trattoria Toscana specializes in Tuscan cuisine. The menu features authentic dishes such as ribollita (vegetable and bread soup), bistecca alla fiorentina (Florentine steak), and pappa al pomodoro (tomato and bread soup).",15,restaurant,dessert
460,Il Salumaio di Montenapoleone ," Via Santo Spirito, 10, 20121 Milano",2,45.47000830307081 9.19465510679902,"Il Salumaio di Montenapoleone: Situated in the upscale fashion district, Il Salumaio di Montenapoleone offers a gourmet Italian dining experience. The menu includes a variety of dishes, including pasta, sea food, and meat. The restaurant's elegant ambiance adds to its charm.",35,restaurant,fine dinning
461,Nobu Milano,"Via Manzoni, 31, 20121 Milano",2,45.47075031008216 9.192853706786142,"Nobu Milano: Nobu Milano is a well-known international restaurant chain that combines Japanese and Italian influences. The menu showcases a fusion of flavors, presenting innovative dishes that incorporate the best of both cuisines.",4,restaurant,fast food
462,Osteria Brunello," Via Lecco, 18, 20124 Milano",2,45.47942066313086 9.185755735621779,"Osteria Brunello: Osteria Brunello is a cozy and rustic restaurant that serves classic Italian dishes. The menu includes a selection of antipasti, pasta, meat, and sea food dishes. It offers a warm and inviting atmosphere for a traditional dining experience.",5,restaurant,fast food
463,Trippa," Via Giorgio Vasari, 3, 20135 Milano",2,45.45414628610202 9.205512887867235,"Trippa: Trippa is a restaurant that caters to adventurous eaters, specializing in dishes made with tripe. The menu features creative interpretations of tripe in traditional Italian cuisine, showcasing the versatility of this ingredient.",12,restaurant,sea food
464,Al Garghet," Via Selvanesco, 36, 20144 Milano",2,45.42000764494944 9.192885891444492,"Al Garghet: Al Garghet is a charming restaurant known for its rustic ambiance and traditional Lombardian cuisine. It offers dishes made with locally sourced ingredients, including game meats and homemade pastas. The restaurant provides a cozy and authentic dining experience.",50,restaurant,fine dinning
465,Ratana,"Via Gaetano de Castillia, 28, 20124 Milano",2,45.4855160690659 9.19295306445354,Ratana: Ratana is a contemporary restaurant with a modern and stylish atmosphere. It offers innovative Italian cuisine with a focus on seasonal ingredients and creative flavor combinations. The menu presents a range of dishes that showcase the chef's culinary expertise.,15,restaurant,traditional
466,Langosteria Bistrot ,"Via Savona, 10, 20144 Milano",2,45.45564896293096 9.168584181698199,"Langosteria Bistrot: Located at Via Savona, 10, Langosteria Bistrot is a stylish sea food restaurant. It offers a contemporary and relaxed atmosphere, serving a variety of fresh sea food dishes. The menu features an array of fish, shellfish, and crustaceans, prepared with simplicity and attention to detail.",3,restaurant,fast food
467,Torre di Pisa ,"- Viale Gorizia, 6, 20144 Milano",2,43.72309428739795 10.39265499636365,"Torre di Pisa: Situated on Viale Gorizia, 6, Torre di Pisa is a charming Italian trattoria. It combines a warm and rustic ambiance with traditional Tuscan cuisine. The menu includes classic dishes such as homemade pasta, grilled meats, and regional specialties.",12,restaurant,sea food
468,Ristorante Da Giacomo," Ripa di Porta Ticinese, 55, 20143 Milano",2,45.46383652946612 9.190133813354366,"Ristorante Da Giacomo: Located at Via Pasquale Sottocorno, 6, Ristorante Da Giacomo is a renowned Milanese institution. It is known for its exceptional service and classic Italian cuisine. The menu features dishes made with high-quality ingredients, including fresh sea food, homemade pasta, and succulent meat dishes.",6,restaurant,traditional
469,La Brisa,"Via Antonio Pollaiuolo, 3, 20159 Milano",2,45.46543884733888 9.180226264471559,"20. La Brisa: Situated on Via Antonio Pollaiuolo, 3, La Brisa is a trendy restaurant with a vibrant atmosphere. It offers a fusion of Italian and international flavors, with a focus on fresh and seasonal ingredients. The menu includes a variety of dishes, from sushi and ceviche to homemade pasta and wood-fired pizzas.",18,restaurant,sea food
470,Gesto," Via Felice Casati, 22, 20124 Milano",2,45.47328657051954 9.20792156445612," Found on Via Felice Casati, 22, Gesto is a contemporary restaurant that combines Italian traditions with international influences. It offers a creative and ever-evolving menu that highlights the best of local and seasonal ingredients. The restaurant's modern and minimalist design creates a stylish dining environment.",8,restaurant,dessert
471,Il Luogo di Aimo e Nadia ," Via Privata Raimondo Montecuccoli, 6, 20147 Milano",2,45.45855145478633 9.131206849120032,"22. Il Luogo di Aimo e Nadia: Located at Via Privata Raimondo Montecuccoli, 6, Il Luogo di Aimo e Nadia is a Michelin-starred restaurant that celebrates traditional Italian cuisine. Led by renowned chefs Aimo and Nadia Moroni, the restaurant offers a refined dining experience with dishes that showcase the heritage and craftsmanship of Italian gastronomy.",7,restaurant,dessert
472,Il Bambino ,"Via Gian Giacomo Mora, 12, 20123 Milano",2,45.45925505032498 9.180389595643152,"23. l Bambino: Situated on Via Gian Giacomo Mora, 12, Il Bambino is a cozy trattoria that specializes in homemade pasta and traditional Italian dishes. The menu features a variety of regional specialties, accompanied by a selection of Italian wines. The warm and welcoming atmosphere makes it a popular choice among locals and visitors alike.",15,restaurant,sea food
473,Ham Holy Burger,"Via Marghera, 34, 20149 Milano MI, Italy",2,45.4667602612668 9.151125126329418,"Essenza: Found on Via Marghera, 34, Essenza is a contemporary restaurant that focuses on organic and sustainable cuisine. The menu combines Italian flavors with international influences, offering a range of vegetarian, vegan, and gluten-free options. The restaurant's modern and eco-friendly design adds to its appeal.",25,restaurant,sea food
474,Rita & Antonio,"Via Giacomo Puccini, 2A, 20121 Milano MI, Italy",2,45.46719124474076 9.180968105651937,"Da Puccini: Located at Via Moscova, 21, Da Puccini is a historic Milanese restaurant with a traditional ambiance. It is known for its excellent pizza, homemade pasta, and classic Italian dishes. The restaurant's nostalgic charm and friendly service create a welcoming atmosphere for diners.",10,restaurant,fast food
475,El Brellin,"Vicolo dei Lavandai, Alzaia Naviglio Grande, 14, 20144 Milano MI, Italy",2,45.45215592958908 9.174906910985543,"26. Alzaia Naviglio Grande: Situated on Alzaia Naviglio Grande, 14, this restaurant offers a picturesque setting along the Naviglio Grande canal. It specializes in traditional Milanese cuisine, including risotto, ossobuco, and cotoletta alla Milanese. Guests can enjoy their meals while taking in the beautiful views of the canal.",10,restaurant,traditional
476,Da Rita e Antonio ," Via Angelo Carlo Fumagalli, 1, 20143 Milano",2,45.467067121692956 9.180973749123257,"Da Rita e Antonio: Found on Via Angelo Carlo Fumagalli, 1, Da Rita e Antonio is a family-run trattoria that has been serving authentic Italian cuisine for decades. The menu features homemade pasta, hearty meat dishes, and delectable desserts, all prepared with love and at",15,restaurant,sea food
477,Officina del Gelato,"Via Giovanni Battista Morgagni, 9, 20129 Milano",2,45.481301370914 9.16881261369298,"28. Officina del Gelato: Located at Via Giovanni Battista Morgagni, 9, Officina del Gelato is a popular gelateria in Milan. It offers a wide range of artisanal gelato flavors, made with high-quality ingredients. Guests can indulge in creamy gelato creations, including both classic and innovative flavors.",60,restaurant,fine dinning
478,Le Specialita," Via Giovanni Battista Morgagni, 12, 20129 Milano",2,45.46292777384719 9.210440749121096,"Le Specialita: Situated on Via Giovanni Battista Morgagni, 12, Le Specialita is a charming Italian restaurant that focuses on traditional recipes and flavors. The menu includes a variety of pasta dishes, grilled meats, and homemade desserts, all prepared with passion and expertise.",45,restaurant,fine dinning
479,Gli Orti Del Belvedere ,"30.  Via Giuseppe Ripamonti, 124, 20141 Milano",2,45.45498126340972 9.199999750959792,"Gli Orti Del Belvedere: Found on Via Giuseppe Ripamonti, 124,20141 Milano, Gli Orti Del Belvedere is a restaurant nestled in a picturesque setting. It offers a peaceful and romantic atmosphere with a beautiful garden. The menu features a blend of Italian and Mediterranean cuisine, with a focus on fresh and seasonal ingredients. Guests can enjoy dishes such as grilled vegetables, homemade pasta, and flavorful sea food preparations.",12,restaurant,fast food
480,Pizzeria Di Matteo,"Via dei Tribunali, 94",3,40.851407542858645  14.257912593972819,"La Pergola is an exquisite fine dining restaurant located in Rome. Situated on Via Alberto Cadlolo, it offers a Pizzeria Di Matteo - Traditional pizzeria known for its delicious Neapolitan pizza.",40,restaurant,fine dinning
481,Ristorante A Figlia d'O Luciano,"Piazza Enrico de Nicola, 38, 80100 Napoli NA, Italy",3,"40.8554542280708, 14.264285663975125","Ristorante A Figlia d’O Luciano is a charming family-run restaurant located in the heart of Naples, Italy. The menu offers a wide selection of seafood dishes and pasta, all prepared with fresh ingredients. ",5,restaurant,traditional
482,Sorbillo,"Via Port'Alba, 18",3,40.88514205573757  14.253775100577771,"Sorbillo - Popular pizzeria offering a wide selection of traditional and creative pizzas culinary creations, using the finest ingredients to deliver a gourmet experience. With its elegant atmosphere, knowledgeable staff, and a menu that combines traditional and innovative flavors, Roscioli promises an unforgettable gastronomic journey.",50,restaurant,fine dinning
483,Antica Pizzeria Port'Alba,"Via Port'Alba, 18",3,40.849493705837986  14.251763732302726,"Antica Pizzeria Port'Alba - Historic pizzeria serving authentic Neapolitan pizza since 1738. fresh and flavorful options. While the ambiance is casual, the focus is on serving delicious sea food prepared with care. Trattoria Da Danilo is a great choice for sea food enthusiasts looking for a relaxed dining experience.",20,restaurant,sea food
484,L'Antica Pizzeria Da Michele ," Via Sersale, 1/3",3,40.84987800512584  14.263300203475502,"L'Antica Pizzeria Da Michele - Renowned pizzeria known for its simple yet flavorful pizzas. range of classic dishes prepared with fresh ingredients and authentic flavors. With its warm and welcoming atmosphere, Tonnarello provides a memorable dining experience for those seeking a taste of traditional Roman cuisine.",7,restaurant,traditional
485,Trattoria da Nennella," Vico Lungo Teatro Nuovo, 103",3,40.844788691622206  14.24981637559162,"Trattoria da Nennella - Cozy trattoria serving traditional Neapolitan dishes and pizza. cuisine, offering a menu that showcases the rich flavors of the region. With its cozy and rustic ambiance, attentive service, and dishes prepared with passion, Armando al Pantheon guarantees an authentic and satisfying dining experience.",9,restaurant,traditional
486,Pizzeria Brandi," Salita Sant'Anna di Palazzo, 1/2",3,40.83687391491223 14.246816103408605,"Kathmandu is a fast-food restaurant located on Via Buonarroti. It offers a diverse menu featuring a variety of fast-food options. Whether you're in the mood for burgers, sandwiches, or other quick bites, Kathmandu provides a convenient Pizzeria Brandi - Historic pizzeria where the Margherita pizza was invented in 1889.",6,restaurant,fast food
487,Osteria La Mattonella," Via Porta San Gennaro, 13",3,40.836740180841694  14.244088261179648,Osteria La Mattonella - Charming osteria offering a variety of traditional Italian dishes.,6,restaurant,dessert
488,Pizzeria Starita a Materdei,"Via Materdei, 27/28",3,40.856053008607724  14.246337888094747,"Pizzeria Starita a Materdei - Family-run pizzeria known for its wood-fired pizzas and cozy atmosphere. specializing in Italian desserts. From classic tiramisu to a variety of sweet delights, La Taverna dei Fori Imperiali is a must-visit for dessert lovers.",8,restaurant,dessert
489,Pizzeria Gino Sorbillo," Via dei Tribunali, 32",3,40.85095530871094  14.255350162909323,Pizzeria Gino Sorbillo - Vibrant pizzeria known for its creative toppings and high-quality ingredients.,30,restaurant,fine dinning
490,Ristorante Pizzeria Trianon," Via Pietro Colletta, 44",3,40.85031270432861  14.263651545800974,"Ristorante Pizzeria Trianon - Classic pizzeria offering a range of delicious pizzas and traditional Italian cuisine. burgers, fries, and milkshakes. With its casual and vibrant atmosphere, Five Guys is a go-to spot for a quick and satisfying meal.",8,restaurant,fast food
491,Trattoria Pizzeria Napoli In Bocca ," Via Cesare Rosaroll, 31",3,40.83818197766949 14.24981406107985,"Trattoria Pizzeria Napoli In Bocca - Welcoming trattoria serving authentic Neapolitan dishes and tasty pizzas. including burgers, fries, and chicken sandwiches. McDonald's provides a convenient and familiar dining experience for those looking for a quick bite to eat.",7,restaurant,fast food
492,Pizzeria 50 Kalo,"Piazza Sannazaro, 201/B",3,40.8285097807856  14.22021458807277,Pizzeria 50 Kalo - Modern pizzeria known for its innovative pizzas and high-quality ingredients.,12,restaurant,sea food
493,Pizzeria La Notizia,"Via Caravaggio, 53/55",3,40.83579003052126 14.209932758770208,Pizzeria La Notizia - Gourmet pizzeria offering a variety of artisanal pizzas with unique flavors.,30,restaurant,fine dinning
494,Pizzeria Di Matteo,"Via dei Tribunali, 94",3,40.85144594082219  14.257978432253577,Pizzeria Di Matteo - Famous pizzeria known for its thin and crispy Neapolitan-style pizzas.,8,restaurant,traditional
495,McDonald's,"Via Medina, P.za Municipio, 37/38/39, 80133 Napoli NA, Italy",3,40.8415809317675 14.251858368174842,"Classic, long-running fast-food chain known for its burgers & fries.",5,restaurant,fast food
496,Pizzeria Lombardi a Santa Chiara," Via Benedetto Croce, 59/61",3,40.847847167265996  14.253333618853633,"Pizzeria Lombardi a Santa Chiara - Historic pizzeria known for its traditional pizzas and cozy ambiance. excellence, it offers a diverse menu featuring a variety of sea food delicacies. From fresh fish to shellfish, Ristorante Crispi 19 ensures high-quality ingredients and skillful preparation. The restaurant's warm and inviting atmosphere, combined with attentive service, creates an enjoyable dining experience for sea food lovers.",14,restaurant,sea food
497,Pizzeria I Decumani," Via dei Tribunali, 58/59",3,40.85102381847173  14.256783316956813,"Pizzeria I Decumani - Authentic pizzeria offering a range of delicious pizzas with fresh ingredients. ambiance, the restaurant offers a range of traditional dishes prepared with care and attention to detail. From homemade pasta to classic meat and fish dishes, Ai Tre Scalini aims to provide a genuine taste of Roman cuisine. With its friendly staff and cozy setting, it's a great place to experience the flavors of traditional Italian cooking.",6,restaurant,traditional
498,Pizzeria Pellone ," Via Nazionale, 93",3,40.858086227761625  14.2741649131498,"Pizzeria Pellone - Popular pizzeria known for its generous toppings and flavorful pizzas. offers a wide range of culinary delights. From expertly prepared fish to flavorful shellfish, the restaurant takes pride in using high-quality ingredients to create memorable dining experiences. With its charming atmosphere and attentive service, Chinappi provides a welcoming environment for sea food enthusiasts.",15,restaurant,sea food
499,Pizzeria da Attilio," Via Pignasecca, 17",3,40.84528196513738  14.248216974678268,Pizzeria da Attilio - Charming pizzeria serving classic Neapolitan-style pizzas with a variety of toppings.,10,restaurant,dessert
500,Pizzeria Vesi,"Via Giulio Cesare, 37",3,40.85150626171752  14.250502267013973,"Pizzeria Vesi - Family-run pizzeria offering a wide selection of traditional and creative pizzas. traditional Italian gelato flavors. With its rich and creamy textures, Giolitti's gelato has garnered a strong following over the years. The charming vintage decor and friendly service provide a nostalgic atmosphere, making it a favorite spot for locals and tourists alike.",8,restaurant,dessert
501,Pizzeria Di Matteo," Via dei Tribunali, 94",3,40.85138913315054  14.257999889890284,"Pizzeria Di Matteo - Well-known pizzeria serving delicious Neapolitan pizzas in a friendly atmosphere. range of sea food dishes prepared with fresh ingredients. From classic Italian sea food pasta to grilled fish specialties, Pierluigi aims to provide a satisfying dining experience. The restaurant's rustic yet elegant ambiance adds to its charm, making it a popular choice for sea food lovers.",15,restaurant,sea food
502,Pizzeria President ," Via del Cerriglio, 10",3,40.85165256612947  14.259623719002825,Pizzeria President - Cozy pizzeria offering a variety of pizzas with a thin and crispy crust.,25,restaurant,sea food
503,Pizzeria Salvo ," Via Cariati, 15",3,40.83502534280741  14.238496858367377,Pizzeria Salvo - Traditional pizzeria known for its authentic Neapolitan-style pizzas and warm hospitality.,8,restaurant,fast food
504,McDonald's,"Via Medina, P.za Municipio, 37/38/39, 80133 Napoli NA, Italy",3,"40.84123175771096, 14.252097687224781","Classic, long-running fast-food chain known for its burgers & fries.",12,restaurant,fast food
505,Casa Infante,"Via Toledo, 258, 80132 Napoli NA, Italy",3,"40.839085269770756, 14.247806133564705","Casa Infante in Naples, Italy, is renowned for its artisanal gelato, made with genuine ingredients and a commitment to quality. Don’t miss the chance to indulge in their delightful creations! ",10,restaurant,dessert
506,Veritas Restaurant,"C.so Vittorio Emanuele, 141, 80121 Napoli NA, Italy",3,"40.83824541494113, 14.231461729546373","Veritas Restaurant in Naples, Italy, offers a delightful culinary experience with its authentic Neapolitan flavors and warm ambiance.",50,restaurant,fine dinning
507,Trattoria Da Nennella ,"Vico Lungo Teatro Nuovo, 103",3,40.9584796703584  14.284483771524915,Trattoria Da Nennella - Homely trattoria serving traditional Neapolitan dishes and tasty pizza.,4,restaurant,traditional
508,Pizzeria Pirozzi," Via San Gennaro, 13",3,40.73390181796779  13.956073772828194,Pizzeria Pirozzi - Friendly pizzeria known for its tasty pizzas and relaxed atmosphere.,10,restaurant,sea food
509,Pizzeria La Campagnola,"Piazza Giuseppe Garibaldi, 60",3,40.85623380825445  14.255447474556247,Pizzeria La Campagnola - Rustic pizzeria offering a variety of traditional pizzas with a homemade touch.,8,restaurant,traditional
510,Algiubagio Restaurant,"Fondamente Nove, 5039, 30121 Venezia VE, Italy",5,45.44463549649252 12.34013073748908,"Modern Italian dishes served in a chic, rustic-style setting with a terrace overlooking the lagoon.",6,restaurant,traditional
511,Trattoria Antiche Carampane,"Rio Tera de le Carampane, 1911, 30125 Venezia VE, Italy",5,45.440115214799754 12.330861005461026,"
sea food-focused Venetian dishes served in a cozy, family-run restaurant adorned with photos.",40,restaurant,sea food
512,La Zucca,"Sestiere Santa Croce 1762, 30135 Venezia VE, Italy",5,45.44198211166024 12.327856931459296,"Seasonal Venetian dishes with vegetarian leanings, in a cozy setting with tables by the canal.",8,restaurant,traditional
513,Rio Novo,"Santa Croce, 278, 30135 Venezia VE, Italy",5,45.438340894863735 12.319886368663157,"Casual venue featuring sea food, pasta & pizzas, plus terrace dining with canal views.",4,restaurant,traditional
514,Osteria Enoteca Ai Artisti,"Fondamenta Toletta, 1169/abc, 30123 Venezia VE, Italy",5,45.43364312049618 12.324950379123209,"Traditional Venetian tavern with a snack counter offering up a host of dishes, including sea food.

Traditional Venetian tavern with a snack counter offering up a host of dishes, including sea food.

",5,restaurant,traditional
515,Ai Mercanti,"Corte Coppo, 4346/a, 30124 Venezia VE, Italy",5,45.43599205656561 12.33516423072909,"Restaurant with a terrace presenting sophisticated, seasonal cuisine amid intimate surrounds.",5,restaurant,traditional
516,Osteria alle Testiere,"Calle del Mondo Novo, 5801, 30122 Venezia VE, Italy",5,45.438265553567234 12.340230140494752,"Whether you are a sea food lover or simply seeking an authentic taste of Venetian cuisine, Osteria alle Testiere is a must-visit for food enthusiasts.",4,restaurant,traditional
517,Burger King,"di fronte Stazione Santa Lucia, Santa Croce, 745A, 30135 Venezia VE, Italy",5,45.44150980268428 12.323439521603664,"Well-known fast-food chain serving grilled burgers, fries & shakes.",6,restaurant,fast food
518,McDonald's,"Strada Nova, 3922, 30121 Venezia VE, Italy",5,45.442352904205045 12.333739203895304,"Classic, long-running fast-food chain known for its burgers & fries.",7,restaurant,fast food
519,Dal Moro's,"THE ORIGINAL SINCE 2012 - WATCH OUT OF COPYCATS, Calle de la Casseleria, 5324, 30122 Venezia VE, Italy",5,45.43741455894008 12.339919013270293,Boxes of fresh pasta mixed with a pick of made-to-order sauces served in a buzzing take-out spot.,6,restaurant,fast food
520,KFC,"Stazione di Venezia Santa Lucia, 30121 Venezia VE, Italy",5,45.44090757959864 12.31914798731547,"Built to a rationalist design in 1924, this train station is the central train terminus in Venice.",10,restaurant,fast food
521,Halal Food (Pizza Roma),"Santa Croce, 284, 30135 Venezia VE, Italy",5,45.437173652992804 12.319662971430052,"Their pizza is crispy and thin, and you can customize it with various toppings such as pepperoni, mushrooms, black olives, green olives, Italian sausage, ground beef, hot peppers, onions, green peppers, double cheese, pineapple, ham, chicken, spinach, broccoli, anchovies, sliced tomatoes, and gyro meat.",9,restaurant,fast food
522,La Palanca,"Fondamenta Sant'Eufemia, 448, 30133 Venezia VE, Italy",5,45.42759310583489 12.326701069696332,"La Palanca sits right on the water edge, offering a priceless view of the canal,Fresh sea food: The restaurant is known for its well-prepared fresh fish dishes, including specialties like squid ink and marinated mantis shrimp.",15,restaurant,sea food
523,Trefanti,"Santa Croce n 888 Fondamenta dei, Fondamenta Garzotti, 30135 Venezia VE, Italy",5,45.44147764942459 12.32436362193879,"Venetian mussels, sea food pasta & grilled fish at a simple trattoria with tables beside a canal.",16,restaurant,sea food
524,Poste Vecie,"Mercato del pesce di Rialto, San Polo, 1608, 30124 Venezia VE, Italy",5,45.4413073155684 12.333831489689025,"Classic Venetian cooking at a quaint, fresco-lined former post office with garden dating from 1500.",14,restaurant,sea food
525,Ristorante Vecia Cavana,"Via Tera Santi Apostoli, 4624, 30121 Venezia VE, Italy",5,45.44275513695444 12.336866062685898,"Fish-based menu of Venetian dishes, including a gluten-free menu, in former 16th-century boathouse.",20,restaurant,sea food
526,Frito Inn,"Campo San Leonardo, 1587, 30121 Venezia VE, Italy",5,45.44488421855677 12.32764096077541,"Whether you are craving crispy calamari or want to savor the flavors of the sea, Frito Inn offers a tasty sea food experience in the heart of Venice!",16,restaurant,sea food
527,Osteria Antico Giardinetto,"Calle dei Morti, 2253, 30135 Venezia VE, Italy",5,45.44147764942459 12.331525214211405,"Cozy, family-run restaurant with a rustic interior & a fish-centric menu of Med/Venetian dishes.",22,restaurant,sea food
528,Pasticceria Rio Marin,"Fondamenta Rio Marin, 784, 30135 Venezia VE, Italy",5,45.440598855050574 12.324944638679959,"Cozy, family-run restaurant with a rustic interior & a fish-centric menu of Med/Venetian dishes.",12,restaurant,dessert
529,Pasticceria Marchini Time,"Campo S. Luca, 4589, 30124 Venezia VE, Italy",5,45.43659805282339 12.33497692420083,Simple outpost supplying coffee & a diverse selection of old-fashioned pastries & cookies.,6,restaurant,dessert
530,Farini,"Calle Seconda de la Fava, 5602, 30122 Venezia VE, Italy",5,45.43811737821669 12.338008262271885,"Farini is a delightful Italian eatery where fresh food takes center stage. From morning pastries to handcrafted pizzas, their menu offers a delectable array of flavors.",8,restaurant,dessert
531,Bar Pasticceria Ballarin,"Calle San Crisostomo, 5794, 30121 Venezia VE, Italy",5,45.44004179832231 12.336564767952334,"Small bakery serving coffee, pastries & cakes to eat at a marble-topped counter or to take away.",10,restaurant,dessert
532,Club del Doge,"Campo Santa Maria del Giglio, 2467, 30124 Venezia VE, Italy",5,45.4320391708154 12.33317691716636,"Upscale Venetian dining in opulent Hotel Gritti Palace, with a terrace overlooking the Grand Canal.",30,restaurant,fine dinning
533,Bistrot de Venise,"Calle dei Fabbri, 4685, 30124 Venezia VE, Italy",5,45.436977986513995 12.336266821853853,"Elegant restaurant serving updates of traditional Venetian dishes, plus over 60 wines by the glass.",40,restaurant,fine dinning
534,LPV Ristorante & Bistrot,"Riva degli Schiavoni, 4171, 30122 Venezia VE, Italy",5,45.43535183882968 12.344077414258352,"Elegant dining room with Murano glass in the Hotel Londra Palace, showcasing Venetian classics.",40,restaurant,fine dinning
535,Ristorante Glam,"Calle Tron, 1961, 30135 Venezia VE, Italy",5,45.44209703435805 12.329829520421576,"Intimate, acclaimed venue at a luxe hotel with a leafy courtyard presenting imaginative dishes.",35,restaurant,fine dinning
536,Ai Mercanti,"Corte Coppo, 4346/a, 30124 Venezia VE, Italy",5,45.4361348046754 12.335236853624691,"Restaurant with a terrace presenting sophisticated, seasonal cuisine amid intimate surrounds.",25,restaurant,fine dinning
